Order Date,Ship Date,Ship Mode,Customer ID,Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,class
942,1015,2,93,0,207,41,77036,0,1805,2,13,419.944,7,0.2,0
866,926,0,628,0,364,3,91104,3,1194,1,12,46.76,7,0,0
866,926,0,628,0,364,3,91104,3,652,1,3,17.712,3,0.2,0
866,926,0,628,0,364,3,91104,3,457,1,1,21.78,2,0,0
866,926,0,628,0,364,3,91104,3,1339,1,14,161.94,3,0,0
866,926,0,628,0,364,3,91104,3,113,0,5,161.568,2,0.2,1
422,345,3,288,0,247,19,1841,1,962,1,10,3.69,1,0,0
422,345,3,288,0,247,19,1841,1,963,1,10,122.12,4,0,0
1189,96,3,597,0,94,33,43229,1,101,0,5,155.372,2,0.3,1
344,389,3,322,1,266,3,90032,3,1201,1,12,38.88,6,0,0
344,389,3,322,1,266,3,90032,3,315,0,9,183.84,8,0,0
344,389,3,322,1,266,3,90032,3,1442,1,15,579.3,5,0,0
316,350,3,317,0,374,36,19120,1,1549,2,0,14.2,1,0.2,0
924,1084,3,478,1,119,8,32725,2,1844,2,13,575.92,2,0.2,0
924,1084,3,478,1,119,8,32725,2,658,1,3,5.184,6,0.7,1
486,530,3,488,0,83,33,45231,1,723,1,3,5.229,3,0.7,1
486,530,3,488,0,83,33,45231,1,1341,1,14,285.552,2,0.2,0
582,644,3,468,0,318,15,42071,2,470,1,1,72.8,5,0,0
192,100,0,253,0,521,31,28403,2,1178,1,12,10.816,4,0.2,0
1202,173,3,315,1,247,19,1841,1,1333,1,14,46.26,3,0,0
782,844,0,458,0,80,11,60653,0,806,1,3,17.46,6,0.8,1
841,911,3,15,2,374,36,19120,1,198,0,9,51.072,6,0.2,0
585,649,0,164,1,340,5,6360,1,1252,1,12,11.34,1,0,0
107,129,2,282,2,438,3,94110,3,561,1,2,87.92,4,0,0
769,834,3,457,0,438,3,94109,3,266,0,9,37.05,3,0,0
863,975,3,9,2,265,33,44052,1,1688,2,13,2.97,1,0.4,1
863,975,3,9,2,265,33,44052,1,1411,1,14,27.44,2,0.2,0
441,485,3,528,0,109,41,75220,0,720,1,3,1.08,3,0.8,1
441,485,3,528,0,109,41,75220,0,403,1,1,7.96,2,0.8,1
809,761,3,330,2,266,3,90049,3,784,1,3,140.736,8,0.2,0
650,749,3,358,0,266,3,90008,3,268,0,9,25.11,3,0,0
590,688,2,156,0,329,30,10011,1,285,0,9,29.78,2,0,0
590,688,2,156,0,329,30,10011,1,1772,2,13,677.58,3,0,0
590,688,2,156,0,329,30,10011,1,1281,1,12,75.04,8,0,0
28,76,0,51,1,216,31,28540,2,1638,2,11,695.7,2,0.5,1
28,76,0,51,1,216,31,28540,2,785,1,3,15.66,5,0.7,1
28,76,0,51,1,216,31,28540,2,655,1,3,28.854,6,0.7,1
786,876,3,415,0,157,30,11520,1,483,1,2,47.82,3,0,0
786,876,3,415,0,157,30,11520,1,947,1,10,13.05,5,0,0
531,594,3,95,0,239,21,55044,0,398,1,1,93.78,2,0,0
531,594,3,95,0,239,21,55044,0,1046,1,12,47.18,7,0,0
531,594,3,95,0,239,21,55044,0,600,1,2,19.68,6,0,0
531,594,3,95,0,239,21,55044,0,710,1,3,53.4,10,0,0
531,594,3,95,0,239,21,55044,0,641,1,3,35.88,6,0,0
161,200,2,103,0,145,11,60201,0,97,0,5,258.279,3,0.3,1
574,626,0,51,1,16,44,22204,2,1310,1,14,31.4,2,0,0
805,874,3,479,1,438,3,94109,3,1796,2,13,183.96,5,0.2,0
805,874,3,479,1,438,3,94109,3,1160,1,12,17.61,3,0,0
805,874,3,479,1,438,3,94109,3,355,0,16,300.904,1,0.2,0
1009,1084,1,199,0,207,41,77036,0,1345,1,14,220.776,3,0.2,1
1009,1084,1,199,0,207,41,77036,0,1303,1,14,281.424,11,0.2,1
807,865,0,558,0,267,15,40214,2,1222,1,12,79.14,3,0,0
675,719,0,448,0,154,41,76106,0,136,0,9,1.988,1,0.6,1
121,157,3,328,1,374,36,19120,1,564,1,2,123.256,7,0.2,0
121,157,3,328,1,374,36,19120,1,1246,1,12,23.68,4,0.2,0
121,157,3,328,1,374,36,19120,1,1717,2,13,309.576,4,0.4,1
200,219,0,10,1,489,1,85705,3,674,1,3,38.388,14,0.7,1
200,219,0,10,1,489,1,85705,3,1652,2,11,95.994,2,0.7,1
200,219,0,10,1,489,1,85705,3,1491,2,0,239.952,6,0.2,1
200,219,0,10,1,489,1,85705,3,1774,2,13,201.584,2,0.2,0
200,219,0,10,1,489,1,85705,3,103,0,5,899.136,4,0.2,1
1021,997,0,729,2,376,3,90660,3,188,0,9,145.9,5,0,0
369,408,3,402,0,92,4,80906,3,22,0,4,590.058,7,0.7,1
369,408,3,402,0,92,4,80906,3,579,1,2,14.04,3,0.2,0
604,547,3,506,2,88,18,20735,1,1581,2,0,49.08,3,0,0
611,742,2,438,0,497,3,94591,3,974,1,10,29.6,2,0,0
611,742,2,438,0,497,3,94591,3,637,1,3,17.088,4,0.2,0
1148,1257,3,122,0,391,42,84604,3,351,0,16,912.75,5,0,0
1107,1213,2,776,0,381,42,84062,3,449,1,1,1089.75,3,0,0
1107,1213,2,776,0,381,42,84062,3,1073,1,12,447.84,8,0,0
1107,1213,2,776,0,381,42,84062,3,497,1,2,16.4,5,0,0
1107,1213,2,776,0,381,42,84062,3,1761,2,13,399.96,5,0.2,0
1107,1213,2,776,0,381,42,84062,3,1362,1,14,158.9,5,0,0
1107,1213,2,776,0,381,42,84062,3,752,1,3,13.184,1,0.2,0
1211,1331,3,382,2,24,11,60505,0,256,0,9,83.952,3,0.6,1
490,518,1,606,2,458,9,30080,2,1365,1,14,80.98,1,0,0
490,518,1,606,2,458,9,30080,2,1094,1,12,348.84,9,0,0
490,518,1,606,2,458,9,30080,2,900,1,8,9.45,5,0,0
490,518,1,606,2,458,9,30080,2,290,0,9,18.84,3,0,0
490,518,1,606,2,458,9,30080,2,39,0,4,239.98,2,0,0
490,518,1,606,2,458,9,30080,2,876,1,7,167.96,2,0,0
490,518,1,606,2,458,9,30080,2,1686,2,13,104.85,3,0,0
490,518,1,606,2,458,9,30080,2,1814,2,13,484.83,3,0,0
490,518,1,606,2,458,9,30080,2,1043,1,12,122.97,3,0,0
490,518,1,606,2,458,9,30080,2,1413,1,14,154.44,3,0,0
490,518,1,606,2,458,9,30080,2,1236,1,12,342.37,7,0,0
998,1083,0,790,1,60,31,27217,2,585,1,2,9.552,3,0.2,0
192,115,3,150,1,24,11,60505,0,350,0,16,652.45,5,0.5,1
192,115,3,150,1,24,11,60505,0,329,0,16,66.645,3,0.5,1
256,281,0,554,0,329,30,10035,1,666,1,3,17.216,4,0.2,0
256,281,0,554,0,329,30,10035,1,1285,1,12,11.56,2,0,0
256,281,0,554,0,329,30,10035,1,1522,2,0,88.4,4,0,0
256,281,0,554,0,329,30,10035,1,1280,1,12,6.48,1,0,0
195,309,3,436,2,430,44,24153,2,1823,2,13,21.8,2,0,0
195,309,3,436,2,430,44,24153,2,866,1,7,251.79,3,0,0
646,711,3,304,2,94,33,43229,1,345,0,16,205.176,2,0.4,1
646,711,3,304,2,94,33,43229,1,1045,1,12,419.4,5,0.2,0
699,750,0,682,2,374,36,19143,1,1449,1,15,10.304,1,0.2,1
699,750,0,682,2,374,36,19143,1,323,0,16,154.764,3,0.4,1
699,750,0,682,2,374,36,19143,1,1587,2,0,116.784,2,0.2,0
1171,1319,3,422,0,329,30,10024,1,546,1,2,75.48,2,0,0
1171,1319,3,422,0,329,30,10024,1,205,0,9,39.98,2,0,0
1193,1309,3,6,0,375,1,85023,3,341,0,16,393.165,3,0.5,1
288,219,3,729,2,172,41,75051,0,995,1,10,23.68,2,0.2,0
1024,1004,3,349,1,329,30,10035,1,89,0,5,408.006,2,0.1,0
1024,1004,3,349,1,329,30,10035,1,162,0,9,165.28,4,0,0
901,1084,3,316,0,329,30,10024,1,754,1,3,334.768,7,0.2,0
53,73,2,110,2,104,3,92627,3,1471,2,0,239.97,3,0,0
53,73,2,110,2,104,3,92627,3,281,0,9,37.74,3,0,0
1178,1281,0,722,1,207,41,77041,0,1792,2,13,946.344,7,0.2,0
1178,1281,0,722,1,207,41,77041,0,1577,2,0,151.2,3,0.2,0
1178,1281,0,722,1,207,41,77041,0,192,0,9,4.928,4,0.6,1
1196,1308,3,660,1,293,1,85204,3,1051,1,12,86.272,4,0.2,0
1196,1308,3,660,1,293,1,85204,3,665,1,3,72.588,2,0.7,1
1196,1308,3,660,1,293,1,85204,3,472,1,1,60.672,2,0.2,0
1196,1308,3,660,1,293,1,85204,3,799,1,3,77.031,9,0.7,1
1196,1308,3,660,1,293,1,85204,3,1317,1,14,119.904,6,0.2,1
1196,1308,3,660,1,293,1,85204,3,1736,2,13,263.96,5,0.2,0
1196,1308,3,660,1,293,1,85204,3,1377,1,14,363.648,4,0.2,1
169,304,2,210,1,431,3,93905,3,757,1,3,9.728,2,0.2,0
169,304,2,210,1,431,3,93905,3,871,1,7,14.75,5,0,0
169,304,2,210,1,431,3,93905,3,787,1,3,29.8,5,0.2,0
169,304,2,210,1,431,3,93905,3,989,1,10,427.42,14,0,0
265,302,3,477,0,94,33,43229,1,1796,2,13,220.752,8,0.4,1
346,379,2,338,0,151,0,35630,2,685,1,3,152.76,6,0,0
346,379,2,338,0,151,0,35630,2,1445,1,15,7.27,1,0,0
346,379,2,338,0,151,0,35630,2,56,0,5,1819.86,14,0,0
377,421,3,290,0,452,45,98105,3,1226,1,12,33.9,5,0,0
867,950,3,718,0,363,33,44134,1,1114,1,12,31.104,6,0.2,0
867,950,3,718,0,363,33,44134,1,600,1,2,5.248,2,0.2,0
105,117,1,356,0,8,41,79109,0,1598,2,0,263.88,3,0.2,0
105,117,1,356,0,8,41,79109,0,80,0,5,2453.43,5,0.3,1
623,669,2,67,0,390,37,2908,1,820,1,3,29.7,5,0,0
623,669,2,67,0,390,37,2908,1,1118,1,12,39.96,4,0,0
349,394,2,525,0,438,3,94110,3,693,1,3,36.672,2,0.2,0
1113,1212,0,613,1,407,15,40475,2,1182,1,12,13.76,2,0,0
84,193,3,674,1,24,4,80013,3,1381,1,14,139.424,4,0.2,0
769,837,3,434,0,80,11,60623,0,1832,2,13,1979.928,9,0.2,0
839,906,0,682,2,80,11,60653,0,1413,1,14,164.736,4,0.2,1
839,906,0,682,2,80,11,60653,0,122,0,5,470.302,7,0.3,1
839,906,0,682,2,80,11,60653,0,1775,2,13,47.984,2,0.2,0
662,705,0,761,1,374,36,19134,1,841,1,3,2.502,3,0.7,1
713,864,3,340,1,266,3,90008,3,1836,2,13,88.752,3,0.2,0
958,1034,0,760,0,375,1,85023,3,819,1,3,2.025,1,0.7,1
264,293,0,487,1,306,0,36608,2,1117,1,12,70.98,7,0,0
264,293,0,487,1,306,0,36608,2,662,1,3,91.68,3,0,0
264,293,0,487,1,306,0,36608,2,819,1,3,33.75,5,0,0
264,293,0,487,1,306,0,36608,2,1613,2,11,3040,8,0,0
835,916,3,497,2,94,9,31907,2,672,1,3,91.2,3,0,0
835,916,3,497,2,94,9,31907,2,342,0,16,452.94,3,0,0
1053,1153,3,674,1,325,19,2740,1,735,1,3,52.2,9,0,0
1193,96,3,565,1,214,41,75061,0,964,1,10,15.936,4,0.2,0
803,852,1,2,0,296,5,6457,1,183,0,9,27.46,2,0,0
310,444,3,455,0,452,45,98103,3,712,1,3,55.424,2,0.2,0
513,557,3,485,0,499,28,8360,1,325,0,16,244.006,2,0.3,1
1085,1179,0,452,1,364,41,77506,0,1584,2,0,159.984,2,0.2,0
1085,1179,0,452,1,364,41,77506,0,84,0,5,1024.716,6,0.3,1
337,369,0,424,1,329,30,10009,1,918,1,8,3.68,2,0,0
1121,1122,3,484,0,168,1,85301,3,190,0,9,121.376,4,0.2,1
1121,1122,3,484,0,168,1,85301,3,1504,2,0,95.976,3,0.2,1
738,785,1,752,2,216,8,32216,2,1529,2,0,255.968,4,0.2,0
423,346,3,210,1,123,20,48234,0,62,0,5,872.94,3,0,0
423,346,3,210,1,123,20,48234,0,798,1,3,41.54,2,0,0
423,346,3,210,1,123,20,48234,0,1095,1,12,12.96,2,0,0
1188,1293,2,579,1,374,36,19120,1,490,1,2,6.848,2,0.2,0
932,1012,3,439,1,266,3,90004,3,1001,1,10,8.67,3,0,0
310,372,1,569,0,207,41,77036,0,295,0,9,6.688,4,0.6,1
233,277,3,572,2,332,30,14304,1,597,1,2,17.28,6,0,0
233,277,3,572,2,332,30,14304,1,652,1,3,17.712,3,0.2,0
541,597,3,142,2,329,30,10024,1,983,1,10,28.91,7,0,0
210,241,3,180,0,480,31,27360,2,1420,1,15,52.136,7,0.2,0
234,258,0,423,0,517,3,92683,3,1690,2,13,31.968,4,0.2,0
351,445,3,518,0,438,3,94122,3,1163,1,12,25.92,4,0,0
351,445,3,518,0,438,3,94122,3,1169,1,12,40.46,7,0,0
351,445,3,518,0,438,3,94122,3,1360,1,14,33.87,3,0,0
1083,1180,2,241,0,215,40,38301,2,586,1,2,9.728,2,0.2,0
1083,1180,2,241,0,215,40,38301,2,1020,1,12,3.424,1,0.2,0
102,128,3,165,1,452,45,98115,3,1476,2,0,177,3,0,0
266,415,3,539,0,329,30,10035,1,930,1,8,3.76,2,0,0
279,316,3,162,2,266,3,90008,3,1811,2,13,1212.848,7,0.2,0
279,316,3,162,2,266,3,90008,3,1485,2,0,89.97,3,0,0
279,316,3,162,2,266,3,90008,3,254,0,9,42.6,3,0,0
274,435,3,186,0,374,36,19143,1,952,1,10,5.04,2,0.2,0
691,859,2,221,1,329,30,10024,1,875,1,7,62.96,4,0,0
257,290,3,764,1,329,30,10035,1,1132,1,12,5.88,1,0,0
257,290,3,764,1,329,30,10035,1,61,0,5,977.292,6,0.1,0
167,298,3,410,1,498,45,98661,3,239,0,9,9.64,2,0,0
339,367,2,641,0,94,9,31907,2,563,1,2,40.05,3,0,0
1218,1328,3,348,0,100,41,75019,0,596,1,2,10.192,7,0.2,0
1218,1328,3,348,0,100,41,75019,0,1416,1,14,16.784,1,0.2,1
1218,1328,3,348,0,100,41,75019,0,535,1,2,13.12,5,0.2,0
114,138,0,566,2,438,3,94122,3,797,1,3,18.16,5,0.2,0
208,246,3,564,0,25,41,78745,0,1184,1,12,16.056,3,0.2,0
208,246,3,564,0,25,41,78745,0,1232,1,12,223.056,9,0.2,0
208,246,3,564,0,25,41,78745,0,1398,1,14,540.048,3,0.2,1
256,329,3,58,2,266,3,90045,3,1715,2,13,33.52,2,0.2,0
256,329,3,58,2,266,3,90045,3,136,0,9,9.94,2,0,0
1027,1206,3,587,2,266,3,90004,3,531,1,2,6.72,4,0,0
1027,1206,3,587,2,266,3,90004,3,357,0,16,1004.976,6,0.2,1
371,414,3,48,0,329,30,10024,1,787,1,3,17.88,3,0.2,0
1161,1278,3,180,0,94,9,31907,2,1671,2,11,396,4,0,0
316,334,1,472,2,348,25,68104,0,842,1,3,34.5,3,0,0
1142,1243,0,391,0,266,3,90036,3,295,0,9,8.36,2,0,0
880,989,3,565,1,383,3,91767,3,544,1,2,385.6,8,0,0
880,989,3,565,1,383,3,91767,3,585,1,2,35.82,9,0,0
1057,1158,3,618,0,109,41,75220,0,1361,1,14,200.064,3,0.2,0
1057,1158,3,618,0,109,41,75220,0,679,1,3,21.38,5,0.8,1
1057,1158,3,618,0,109,41,75220,0,703,1,3,6.744,4,0.8,1
319,362,3,35,0,374,36,19120,1,98,0,5,63.686,1,0.3,1
316,350,2,492,0,338,26,89031,3,366,0,16,1669.6,4,0,0
483,520,2,737,0,452,45,98105,3,829,1,3,83.84,2,0.2,0
483,520,2,737,0,452,45,98105,3,751,1,3,13.272,3,0.2,0
430,466,2,786,1,438,3,94110,3,711,1,3,21.336,7,0.2,0
637,696,3,598,2,80,11,60610,0,516,1,2,16.52,5,0.2,0
410,336,3,299,0,489,1,85705,3,217,0,9,206.112,6,0.2,0
410,336,3,299,0,489,1,85705,3,1175,1,12,19.92,5,0.2,0
410,336,3,299,0,489,1,85705,3,1199,1,12,198.272,8,0.2,0
410,336,3,299,0,489,1,85705,3,1413,1,14,247.104,6,0.2,1
410,336,3,299,0,489,1,85705,3,610,1,2,86.304,6,0.2,0
972,1060,3,146,0,6,36,18103,1,545,1,2,4.16,2,0.2,0
972,1060,3,146,0,6,36,18103,1,224,0,9,11.648,2,0.2,0
298,213,2,494,1,330,6,19711,1,941,1,8,26.18,7,0,0
298,213,2,494,1,330,6,19711,1,1092,1,12,7.3,2,0,0
566,625,3,116,1,295,8,33142,2,1083,1,12,74.352,3,0.2,0
1106,1318,3,362,0,476,1,85281,3,1298,1,14,10.744,1,0.2,0
1106,1318,3,362,0,476,1,85281,3,906,1,8,8.376,3,0.2,0
427,466,3,534,2,234,3,92677,3,39,0,4,203.983,2,0.15,0
159,253,3,393,1,50,28,8302,1,1300,1,14,40.74,3,0,0
159,253,3,393,1,50,28,8302,1,411,1,1,11.67,3,0,0
1154,1251,2,151,0,146,19,2149,1,1691,2,13,39.99,1,0,0
1154,1251,2,151,0,146,19,2149,1,582,1,2,16.28,2,0,0
1154,1251,2,151,0,146,19,2149,1,20,0,4,782.94,3,0,0
1154,1251,2,151,0,146,19,2149,1,712,1,3,242.48,7,0,0
512,559,2,147,0,94,33,43229,1,282,0,9,8.32,5,0.2,0
512,559,2,147,0,94,33,43229,1,917,1,8,10.464,6,0.2,0
487,527,3,193,2,437,3,92024,3,813,1,3,82.896,3,0.2,0
487,527,3,193,2,437,3,92024,3,1042,1,12,34.24,4,0,0
398,74,2,586,1,508,30,13601,1,22,0,4,1573.488,7,0.2,0
251,284,3,775,1,434,41,78207,0,1079,1,12,335.52,4,0.2,0
251,284,3,775,1,434,41,78207,0,754,1,3,23.912,2,0.8,1
251,284,3,775,1,434,41,78207,0,1332,1,14,27.056,2,0.2,0
1012,1094,0,275,0,329,30,10011,1,1601,2,6,559.992,1,0.2,0
211,246,2,497,2,207,41,77095,0,471,1,1,9.324,6,0.8,1
852,930,3,335,0,437,3,92024,3,1073,1,12,111.96,2,0,0
792,856,0,408,2,15,47,54915,0,972,1,10,21.56,7,0,0
111,141,3,97,0,407,15,40475,2,790,1,3,124.75,5,0,0
493,461,3,786,1,36,45,98006,3,514,1,2,5.28,3,0,0
1218,1328,3,7,0,262,30,11561,1,1460,2,0,91.96,4,0,0
822,782,3,412,0,374,36,19140,1,881,1,7,9.344,1,0.2,0
822,782,3,412,0,374,36,19140,1,538,1,2,79.36,5,0.2,0
529,567,2,353,0,452,45,98103,3,323,0,16,171.96,2,0,0
711,662,3,247,1,452,45,98103,3,788,1,3,35.352,9,0.2,0
692,754,3,596,2,438,3,94109,3,966,1,10,18.9,6,0,0
1222,1320,0,177,2,452,45,98115,3,594,1,2,2.78,1,0,0
903,965,1,688,0,329,30,10011,1,319,0,16,1044.63,5,0.4,1
306,324,1,158,0,374,36,19134,1,1242,1,12,11.352,3,0.2,0
591,628,1,152,0,93,38,29203,2,1336,1,14,354.9,5,0,0
539,599,3,398,2,452,45,98105,3,1843,2,13,453.576,3,0.2,0
275,300,0,60,0,5,41,75002,0,1546,2,0,21.48,3,0.2,1
275,300,0,60,0,5,41,75002,0,640,1,3,8.784,4,0.8,1
832,886,1,238,0,266,3,90004,3,1043,1,12,122.97,3,0,0
265,302,3,28,1,21,9,30318,2,584,1,2,12.84,3,0,0
250,275,0,669,0,266,3,90004,3,63,0,5,603.92,5,0.2,1
250,275,0,669,0,266,3,90004,3,882,1,7,21.84,3,0,0
250,275,0,669,0,266,3,90004,3,1554,2,0,29.99,1,0,0
250,275,0,669,0,266,3,90004,3,58,0,5,381.44,2,0.2,0
331,363,0,493,0,137,41,79907,0,1683,2,13,40.68,3,0.2,1
331,363,0,493,0,137,41,79907,0,127,0,5,763.28,5,0.3,1
660,718,3,772,2,24,11,60505,0,1368,1,14,23.952,2,0.2,0
769,834,3,43,2,151,0,35630,2,1106,1,12,4.98,1,0,0
478,535,0,217,0,329,30,10011,1,463,1,1,170.88,3,0,0
1125,1115,0,570,0,329,30,10024,1,1794,2,13,307.98,2,0,0
1125,1115,0,570,0,329,30,10024,1,344,0,16,382.806,9,0.4,1
1125,1115,0,570,0,329,30,10024,1,1309,1,14,41.96,2,0,0
1125,1115,0,570,0,329,30,10024,1,657,1,3,1217.568,2,0.2,0
1125,1115,0,570,0,329,30,10024,1,214,0,9,47.04,3,0,0
1125,1115,0,570,0,329,30,10024,1,192,0,9,6.16,2,0,0
1125,1115,0,570,0,329,30,10024,1,1707,2,13,979.95,5,0,0
1125,1115,0,570,0,329,30,10024,1,1098,1,12,143.7,3,0,0
1125,1115,0,570,0,329,30,10024,1,913,1,8,10.65,3,0,0
1125,1115,0,570,0,329,30,10024,1,1534,2,0,247.8,4,0,0
725,786,3,779,1,500,44,23464,2,525,1,2,10.96,4,0,0
632,683,3,549,1,174,41,76051,0,510,1,2,33.488,7,0.2,0
632,683,3,549,1,174,41,76051,0,929,1,8,8.04,5,0.2,0
876,940,2,630,0,347,45,98502,3,1849,2,13,201.568,4,0.2,0
119,130,1,362,0,266,3,90032,3,1268,1,12,13.44,3,0,0
559,606,0,232,2,371,11,61604,0,2,0,4,359.058,3,0.3,1
819,772,3,495,0,94,33,43229,1,125,0,5,47.992,2,0.3,1
111,129,0,548,1,329,30,10011,1,179,0,9,547.3,13,0,0
234,262,2,7,0,67,41,75007,0,1038,1,12,16.896,4,0.2,0
234,262,2,7,0,67,41,75007,0,1426,1,15,6.672,1,0.2,0
234,262,2,7,0,67,41,75007,0,577,1,2,99.136,4,0.2,0
234,262,2,7,0,67,41,75007,0,205,0,9,15.992,2,0.6,1
818,774,2,294,1,124,6,19901,1,186,0,9,211.96,2,0,0
318,361,3,124,0,458,40,37167,2,575,1,2,6.672,3,0.2,0
285,430,3,498,0,330,6,19711,1,503,1,2,155.94,6,0,0
646,707,2,397,0,266,3,90049,3,1847,2,13,39.96,5,0.2,0
646,707,2,397,0,266,3,90049,3,496,1,2,5.46,3,0,0
646,707,2,397,0,266,3,90049,3,619,1,2,73.2,5,0,0
646,707,2,397,0,266,3,90049,3,638,1,3,5.84,1,0.2,0
646,707,2,397,0,266,3,90049,3,1167,1,12,22.72,4,0,0
646,707,2,397,0,266,3,90049,3,659,1,3,9.336,3,0.2,0
778,844,3,519,1,266,3,90008,3,2,0,4,290.666,2,0.15,0
778,844,3,519,1,266,3,90008,3,1692,2,13,201.584,2,0.2,0
778,844,3,519,1,266,3,90008,3,1783,2,13,83.984,2,0.2,0
359,398,3,790,1,342,3,94601,3,1387,1,14,1000.02,7,0,0
527,572,3,598,2,374,36,19143,1,1593,2,0,83.976,3,0.2,1
1030,1130,3,382,2,129,21,55122,0,980,1,10,3.75,1,0,0
1030,1130,3,382,2,129,21,55122,0,971,1,10,41.4,4,0,0
1030,1130,3,382,2,129,21,55122,0,533,1,2,29.79,3,0,0
1133,1238,2,601,2,329,30,10011,1,1299,1,14,59.48,2,0,0
1133,1238,2,601,2,329,30,10011,1,1059,1,12,6.69,1,0,0
1021,1012,3,345,0,225,45,98031,3,241,0,9,198.46,2,0,0
1021,1012,3,345,0,225,45,98031,3,996,1,10,786.48,8,0,0
1021,1012,3,345,0,225,45,98031,3,680,1,3,23.168,2,0.2,0
1021,1012,3,345,0,225,45,98031,3,1547,2,0,50,2,0,0
347,392,3,365,0,266,3,90049,3,1792,2,13,675.96,5,0.2,0
347,392,3,365,0,266,3,90049,3,1515,2,0,1265.85,3,0,0
221,264,3,604,2,329,30,10011,1,425,1,1,523.25,5,0,0
1188,1308,3,486,0,233,16,70506,2,68,0,5,517.5,6,0,0
871,942,2,55,0,86,33,44105,1,298,0,9,17.92,5,0.2,0
871,942,2,55,0,86,33,44105,1,693,1,3,41.256,6,0.7,1
818,869,1,152,0,86,33,44105,1,1357,1,14,1006.056,3,0.2,0
818,869,1,152,0,86,33,44105,1,1194,1,12,10.688,2,0.2,0
818,869,1,152,0,86,33,44105,1,1265,1,12,10.368,2,0.2,0
818,869,1,152,0,86,33,44105,1,1310,1,14,25.12,2,0.2,0
818,869,1,152,0,86,33,44105,1,1495,2,0,58.112,2,0.2,0
262,371,3,577,0,483,35,97224,3,1085,1,12,15.552,3,0.2,0
262,371,3,577,0,483,35,97224,3,1327,1,14,669.08,5,0.2,1
262,371,3,577,0,483,35,97224,3,1678,2,13,438.336,4,0.2,1
780,877,3,735,0,505,7,20016,1,1180,1,12,19.44,3,0,0
780,877,3,735,0,505,7,20016,1,835,1,3,9.64,2,0,0
780,877,3,735,0,505,7,20016,1,1275,1,12,12.7,2,0,0
780,877,3,735,0,505,7,20016,1,159,0,9,41.37,3,0,0
274,427,3,105,1,457,11,60076,0,932,1,8,12.624,2,0.2,0
539,579,0,285,1,452,45,98115,3,1296,1,14,1247.64,3,0,0
539,579,0,285,1,452,45,98115,3,1604,2,6,3149.93,7,0,0
539,579,0,285,1,452,45,98115,3,1261,1,12,209.7,2,0,0
194,296,0,780,2,374,36,19140,1,1522,2,0,35.36,2,0.2,1
194,296,0,780,2,374,36,19140,1,914,1,8,3.168,2,0.2,1
1196,1301,2,685,0,374,36,19143,1,812,1,3,121.104,6,0.7,1
1196,1301,2,685,0,374,36,19143,1,1804,2,13,45.894,1,0.4,1
1094,1181,1,324,1,438,3,94110,3,1267,1,12,109.92,2,0,0
1094,1181,1,324,1,438,3,94110,3,1195,1,12,13.36,2,0,0
230,262,0,140,0,452,45,98105,3,1389,1,14,169.68,6,0,0
230,262,0,140,0,452,45,98105,3,1567,2,0,132.52,4,0,0
230,262,0,140,0,452,45,98105,3,907,1,8,2.96,2,0,0
230,262,0,140,0,452,45,98105,3,681,1,3,8.448,2,0.2,0
230,262,0,140,0,452,45,98105,3,1303,1,14,95.94,3,0,0
723,780,0,327,0,299,47,53209,0,136,0,9,34.79,7,0,0
30,53,3,749,0,266,3,90045,3,1856,2,13,160.776,3,0.2,0
167,314,3,526,0,452,45,98115,3,818,1,3,88.752,3,0.2,0
167,314,3,526,0,452,45,98115,3,724,1,3,13.904,2,0.2,0
691,862,3,615,1,374,36,19143,1,1772,2,13,677.58,5,0.4,1
691,862,3,615,1,374,36,19143,1,733,1,3,13.896,3,0.7,1
256,281,2,575,0,109,41,75217,0,1334,1,14,41.92,5,0.2,0
256,281,2,575,0,109,41,75217,0,1515,2,0,297.576,3,0.2,1
256,281,2,575,0,109,41,75217,0,922,1,8,4.344,3,0.2,0
256,281,2,575,0,109,41,75217,0,1543,2,0,94.992,2,0.2,1
256,281,2,575,0,109,41,75217,0,1024,1,12,74.352,3,0.2,0
256,281,2,575,0,109,41,75217,0,579,1,2,14.04,3,0.2,0
2,18,3,525,0,329,30,10011,1,336,0,16,1018.104,4,0.4,1
121,161,3,630,0,207,41,77095,0,1756,2,13,16.68,3,0.2,0
554,600,0,625,1,338,26,89031,3,1482,2,0,58.58,2,0,0
998,1093,3,631,0,379,41,75023,0,1783,2,13,167.968,4,0.2,0
317,340,0,727,0,467,44,23434,2,996,1,10,196.62,2,0,0
1160,1269,3,686,1,207,41,77041,0,260,0,9,21.936,2,0.6,1
1160,1269,3,686,1,207,41,77041,0,640,1,3,6.588,3,0.8,1
746,822,3,250,0,438,3,94110,3,1305,1,14,104.28,3,0,0
746,822,3,250,0,438,3,94110,3,1245,1,12,17.94,3,0,0
1226,1232,3,666,1,374,36,19134,1,1365,1,14,64.784,1,0.2,1
1226,1232,3,666,1,374,36,19134,1,1812,2,13,32.382,3,0.4,0
1226,1232,3,666,1,374,36,19134,1,166,0,9,42.368,2,0.2,0
1226,1232,3,666,1,374,36,19134,1,1675,2,11,399.54,4,0.7,1
1207,96,2,608,0,266,3,90008,3,1026,1,12,18.97,1,0,0
299,222,3,127,1,438,3,94110,3,231,0,9,14.82,3,0,0
